skeptical_flag,script_path,domain,layer_bucket,csv_uc_id,final_uc_id,match_status,confidence,evidence_source,explicit_uc_hits,skeptical_note
RECOVERED_FROM_LEGACY_OR_BLANK,app/hoc/cus/policies/L6_drivers/policy_rules_read_driver.py,policies,L6_DRIVER,,UC-020,MATCHED_FROM_EXPLICIT_ANCHOR,HIGH,EXPLICIT_ONLY,UC-020,Recovered from blank/legacy uc_id; requires owner review.
RECOVERED_FROM_LEGACY_OR_BLANK,app/hoc/cus/policies/L6_drivers/proposals_read_driver.py,policies,L6_DRIVER,,UC-019,MATCHED_FROM_EXPLICIT_ANCHOR,HIGH,EXPLICIT_ONLY,UC-019,Recovered from blank/legacy uc_id; requires owner review.
UNRESOLVED,app/hoc/cus/activity/L5_engines/activity_facade.py,activity,L5_ENGINE,UC-MON-01,,UNRESOLVED_NO_CANONICAL_EVIDENCE,LOW,NO_EVIDENCE,,No unique canonical assignment; keep unmapped.
UNRESOLVED,app/hoc/cus/activity/L5_engines/cus_telemetry_engine.py,activity,L5_ENGINE,UC-MON-05,,UNRESOLVED_NO_CANONICAL_EVIDENCE,LOW,NO_EVIDENCE,,No unique canonical assignment; keep unmapped.
UNRESOLVED,app/hoc/cus/activity/L5_engines/signal_feedback_engine.py,activity,L5_ENGINE,,,UNRESOLVED_NO_CANONICAL_EVIDENCE,LOW,NO_EVIDENCE,,No unique canonical assignment; keep unmapped.
UNRESOLVED,app/hoc/cus/activity/L6_drivers/activity_read_driver.py,activity,L6_DRIVER,UC-MON-01,,UNRESOLVED_NO_CANONICAL_EVIDENCE,LOW,NO_EVIDENCE,,No unique canonical assignment; keep unmapped.
UNRESOLVED,app/hoc/cus/activity/L6_drivers/cus_telemetry_driver.py,activity,L6_DRIVER,UC-MON-05,,UNRESOLVED_NO_CANONICAL_EVIDENCE,LOW,NO_EVIDENCE,,No unique canonical assignment; keep unmapped.
UNRESOLVED,app/hoc/cus/activity/L6_drivers/signal_feedback_driver.py,activity,L6_DRIVER,,,UNRESOLVED_NO_CANONICAL_EVIDENCE,LOW,NO_EVIDENCE,,No unique canonical assignment; keep unmapped.
UNRESOLVED,app/hoc/cus/activity/adapters/customer_activity_adapter.py,activity,ADAPTER,UC-MON-01,,UNRESOLVED_NO_CANONICAL_EVIDENCE,LOW,NO_EVIDENCE,,No unique canonical assignment; keep unmapped.
UNRESOLVED,app/hoc/cus/analytics/L5_engines/feedback_read_engine.py,analytics,L5_ENGINE,UC-MON-04,,UNRESOLVED_NO_CANONICAL_EVIDENCE,LOW,NO_EVIDENCE,,No unique canonical assignment; keep unmapped.
UNRESOLVED,app/hoc/cus/analytics/L6_drivers/analytics_artifacts_driver.py,analytics,L6_DRIVER,,,UNRESOLVED_NO_CANONICAL_EVIDENCE,LOW,NO_EVIDENCE,,No unique canonical assignment; keep unmapped.
UNRESOLVED,app/hoc/cus/analytics/L6_drivers/feedback_read_driver.py,analytics,L6_DRIVER,UC-MON-04,,UNRESOLVED_NO_CANONICAL_EVIDENCE,LOW,NO_EVIDENCE,,No unique canonical assignment; keep unmapped.
UNRESOLVED,app/hoc/cus/controls/L6_drivers/evaluation_evidence_driver.py,controls,L6_DRIVER,,,UNRESOLVED_NO_CANONICAL_EVIDENCE,LOW,NO_EVIDENCE,,No unique canonical assignment; keep unmapped.
UNRESOLVED,app/hoc/cus/hoc_spine/authority/event_schema_contract.py,hoc_spine,AUTHORITY,,,UNRESOLVED_NO_CANONICAL_EVIDENCE,LOW,NO_EVIDENCE,,No unique canonical assignment; keep unmapped.
UNRESOLVED,app/hoc/cus/hoc_spine/authority/onboarding_policy.py,hoc_spine,AUTHORITY,,,UNRESOLVED_NO_CANONICAL_EVIDENCE,LOW,NO_EVIDENCE,,No unique canonical assignment; keep unmapped.
UNRESOLVED,app/hoc/cus/hoc_spine/orchestrator/coordinators/signal_feedback_coordinator.py,hoc_spine,L4_COORDINATOR,UC-MON-04,,UNRESOLVED_NO_CANONICAL_EVIDENCE,LOW,NO_EVIDENCE,,No unique canonical assignment; keep unmapped.
UNRESOLVED,app/hoc/cus/hoc_spine/orchestrator/handlers/activity_handler.py,hoc_spine,L4_HANDLER,,,UNRESOLVED_NO_CANONICAL_EVIDENCE,LOW,NO_EVIDENCE,,No unique canonical assignment; keep unmapped.
UNRESOLVED,app/hoc/cus/hoc_spine/orchestrator/handlers/controls_handler.py,hoc_spine,L4_HANDLER,,,UNRESOLVED_NO_CANONICAL_EVIDENCE,LOW,NO_EVIDENCE,,No unique canonical assignment; keep unmapped.
UNRESOLVED,app/hoc/cus/hoc_spine/orchestrator/handlers/incidents_handler.py,hoc_spine,L4_HANDLER,UC-MON-07,,UNRESOLVED_NO_CANONICAL_EVIDENCE,LOW,NO_EVIDENCE,,No unique canonical assignment; keep unmapped.
UNRESOLVED,app/hoc/cus/hoc_spine/orchestrator/handlers/onboarding_handler.py,hoc_spine,L4_HANDLER,,,UNRESOLVED_NO_CANONICAL_EVIDENCE,LOW,NO_EVIDENCE,,No unique canonical assignment; keep unmapped.
UNRESOLVED,app/hoc/cus/hoc_spine/orchestrator/handlers/policies_handler.py,hoc_spine,L4_HANDLER,,,UNRESOLVED_NO_CANONICAL_EVIDENCE,LOW,NO_EVIDENCE,,No unique canonical assignment; keep unmapped.
UNRESOLVED,app/hoc/cus/incidents/L5_engines/anomaly_bridge.py,incidents,L5_ENGINE,UC-MON-07,,UNRESOLVED_NO_CANONICAL_EVIDENCE,LOW,NO_EVIDENCE,,No unique canonical assignment; keep unmapped.
UNRESOLVED,app/hoc/cus/incidents/L5_engines/incident_engine.py,incidents,L5_ENGINE,UC-MON-07,,UNRESOLVED_NO_CANONICAL_EVIDENCE,LOW,NO_EVIDENCE,,No unique canonical assignment; keep unmapped.
UNRESOLVED,app/hoc/cus/incidents/L5_engines/incidents_facade.py,incidents,L5_ENGINE,UC-MON-07,,UNRESOLVED_NO_CANONICAL_EVIDENCE,LOW,NO_EVIDENCE,,No unique canonical assignment; keep unmapped.
UNRESOLVED,app/hoc/cus/incidents/L6_drivers/cost_guard_driver.py,incidents,L6_DRIVER,UC-MON-07,,UNRESOLVED_NO_CANONICAL_EVIDENCE,LOW,NO_EVIDENCE,,No unique canonical assignment; keep unmapped.
UNRESOLVED,app/hoc/cus/incidents/L6_drivers/incident_aggregator.py,incidents,L6_DRIVER,UC-MON-07,,UNRESOLVED_NO_CANONICAL_EVIDENCE,LOW,NO_EVIDENCE,,No unique canonical assignment; keep unmapped.
UNRESOLVED,app/hoc/cus/incidents/L6_drivers/incidents_facade_driver.py,incidents,L6_DRIVER,UC-MON-07,,UNRESOLVED_NO_CANONICAL_EVIDENCE,LOW,NO_EVIDENCE,,No unique canonical assignment; keep unmapped.
UNRESOLVED,app/hoc/cus/incidents/adapters/customer_incidents_adapter.py,incidents,ADAPTER,UC-MON-07,,UNRESOLVED_NO_CANONICAL_EVIDENCE,LOW,NO_EVIDENCE,,No unique canonical assignment; keep unmapped.
UNRESOLVED,app/hoc/cus/integrations/L6_drivers/connector_registry_driver.py,integrations,L6_DRIVER,,,UNRESOLVED_NO_CANONICAL_EVIDENCE,LOW,NO_EVIDENCE,,No unique canonical assignment; keep unmapped.
UNRESOLVED,app/hoc/cus/logs/L5_engines/trace_api_engine.py,logs,L5_ENGINE,,,UNRESOLVED_NO_CANONICAL_EVIDENCE,LOW,NO_EVIDENCE,,No unique canonical assignment; keep unmapped.
UNRESOLVED,app/hoc/cus/logs/L6_drivers/pg_store.py,logs,L6_DRIVER,,,UNRESOLVED_NO_CANONICAL_EVIDENCE,LOW,NO_EVIDENCE,,No unique canonical assignment; keep unmapped.
UNRESOLVED,app/hoc/cus/logs/L6_drivers/trace_store.py,logs,L6_DRIVER,,,UNRESOLVED_NO_CANONICAL_EVIDENCE,LOW,NO_EVIDENCE,,No unique canonical assignment; keep unmapped.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/account/L5_engines/accounts_facade.py,account,L5_ENGINE,UC-002,UC-002,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/account/L5_engines/memory_pins_engine.py,account,L5_ENGINE,UC-002,UC-002,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/account/L5_engines/notifications_facade.py,account,L5_ENGINE,UC-002,UC-002,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/account/L5_engines/onboarding_engine.py,account,L5_ENGINE,UC-002,UC-002,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/account/L5_engines/tenant_engine.py,account,L5_ENGINE,UC-002,UC-002,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/account/L5_engines/tenant_lifecycle_engine.py,account,L5_ENGINE,UC-002,UC-002,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/account/L6_drivers/accounts_facade_driver.py,account,L6_DRIVER,UC-002,UC-002,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/account/L6_drivers/memory_pins_driver.py,account,L6_DRIVER,UC-002,UC-002,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/account/L6_drivers/onboarding_driver.py,account,L6_DRIVER,UC-002,UC-002,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/account/L6_drivers/sdk_attestation_driver.py,account,L6_DRIVER,UC-002,UC-002,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/account/L6_drivers/tenant_driver.py,account,L6_DRIVER,UC-002,UC-002,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/account/L6_drivers/tenant_lifecycle_driver.py,account,L6_DRIVER,UC-002,UC-002,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/account/L6_drivers/user_write_driver.py,account,L6_DRIVER,UC-002,UC-002,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/analytics/L5_engines/analytics_facade.py,analytics,L5_ENGINE,UC-024,UC-024,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/analytics/L5_engines/canary_engine.py,analytics,L5_ENGINE,UC-027,UC-027,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/analytics/L5_engines/detection_facade.py,analytics,L5_ENGINE,UC-024,UC-024,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/analytics/L5_engines/prediction_read_engine.py,analytics,L5_ENGINE,UC-025,UC-025,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/analytics/L5_engines/sandbox_engine.py,analytics,L5_ENGINE,UC-027,UC-027,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/analytics/L5_engines/v2_adapter.py,analytics,L5_ENGINE,UC-027,UC-027,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/analytics/L6_drivers/analytics_read_driver.py,analytics,L6_DRIVER,UC-024,UC-024,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/analytics/L6_drivers/canary_report_driver.py,analytics,L6_DRIVER,UC-027,UC-027,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/analytics/L6_drivers/cost_anomaly_read_driver.py,analytics,L6_DRIVER,UC-024,UC-024,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/analytics/L6_drivers/cost_snapshots_driver.py,analytics,L6_DRIVER,UC-027,UC-027,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/analytics/L6_drivers/prediction_read_driver.py,analytics,L6_DRIVER,UC-025,UC-025,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/api_keys/L5_engines/api_keys_facade.py,api_keys,L5_ENGINE,UC-002,UC-002,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/api_keys/L5_engines/keys_engine.py,api_keys,L5_ENGINE,UC-002,UC-002,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/api_keys/L6_drivers/api_keys_facade_driver.py,api_keys,L6_DRIVER,UC-002,UC-002,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/api_keys/L6_drivers/keys_driver.py,api_keys,L6_DRIVER,UC-002,UC-002,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/api_keys/adapters/customer_keys_adapter.py,api_keys,ADAPTER,UC-002,UC-002,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/controls/L5_engines/controls_facade.py,controls,L5_ENGINE,UC-021,UC-021,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/controls/L5_engines/threshold_engine.py,controls,L5_ENGINE,UC-001,UC-001,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/controls/L6_drivers/override_driver.py,controls,L6_DRIVER,UC-021,UC-021,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/controls/L6_drivers/policy_limits_driver.py,controls,L6_DRIVER,UC-021,UC-021,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/controls/L6_drivers/scoped_execution_driver.py,controls,L6_DRIVER,UC-029,UC-029,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/controls/L6_drivers/threshold_driver.py,controls,L6_DRIVER,UC-001,UC-001,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/hoc_spine/orchestrator/coordinators/anomaly_incident_coordinator.py,hoc_spine,L4_COORDINATOR,UC-024,UC-024,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/hoc_spine/orchestrator/coordinators/canary_coordinator.py,hoc_spine,L4_COORDINATOR,UC-027,UC-027,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/hoc_spine/orchestrator/coordinators/evidence_coordinator.py,hoc_spine,L4_COORDINATOR,UC-001,UC-001,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/hoc_spine/orchestrator/coordinators/execution_coordinator.py,hoc_spine,L4_COORDINATOR,UC-001,UC-001,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/hoc_spine/orchestrator/coordinators/leadership_coordinator.py,hoc_spine,L4_COORDINATOR,UC-024,UC-024,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/hoc_spine/orchestrator/coordinators/provenance_coordinator.py,hoc_spine,L4_COORDINATOR,UC-024,UC-024,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/hoc_spine/orchestrator/coordinators/replay_coordinator.py,hoc_spine,L4_COORDINATOR,UC-001,UC-001,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
