path,filename,extension,directory,category,sub_category,status,customer_impact,purpose,lines
scripts/ci/c2_guardrails/gr4_semantic_lint.sh,gr4_semantic_lint.sh,.sh,scripts/ci/c2_guardrails,ci-validation,guardrails,active,indirect,=============================================================================,65
scripts/ci/c2_guardrails/gr5_redis_authority.sh,gr5_redis_authority.sh,.sh,scripts/ci/c2_guardrails,ci-validation,guardrails,active,indirect,=============================================================================,53
scripts/ci/c2_guardrails/run_all.sh,run_all.sh,.sh,scripts/ci/c2_guardrails,ci-validation,guardrails,active,indirect,=============================================================================,87
scripts/ci/c3_guardrails/run_all.sh,run_all.sh,.sh,scripts/ci/c3_guardrails,ci-validation,guardrails,active,indirect,C3 Guardrails CI Script,99
scripts/ci/c4_guardrails/check_audit.sh,check_audit.sh,.sh,scripts/ci/c4_guardrails,ci-validation,guardrails,active,indirect,CI-C4-6: Coordination audit is emitted,78
scripts/ci/c4_guardrails/check_audit_immutability.sh,check_audit_immutability.sh,.sh,scripts/ci/c4_guardrails,ci-validation,guardrails,active,indirect,CI-C4-7: Audit Immutability Check,41
scripts/ci/c4_guardrails/check_audit_isolation.sh,check_audit_isolation.sh,.sh,scripts/ci/c4_guardrails,ci-validation,guardrails,active,indirect,CI-C4-8: Audit Isolation Check,45
scripts/ci/c4_guardrails/check_audit_replay_safety.sh,check_audit_replay_safety.sh,.sh,scripts/ci/c4_guardrails,ci-validation,guardrails,active,indirect,CI-C4-9: Audit Replay Safety Check,60
scripts/ci/c4_guardrails/check_coordination_required.sh,check_coordination_required.sh,.sh,scripts/ci/c4_guardrails,ci-validation,guardrails,active,indirect,CI-C4-2: No envelope applies without coordination check,54
scripts/ci/c4_guardrails/check_envelope_class.sh,check_envelope_class.sh,.sh,scripts/ci/c4_guardrails,ci-validation,guardrails,active,indirect,CI-C4-1: Every envelope declares exactly one class,54
scripts/ci/c4_guardrails/check_killswitch.sh,check_killswitch.sh,.sh,scripts/ci/c4_guardrails,ci-validation,guardrails,active,indirect,CI-C4-5: Kill-switch reverts all envelopes,62
scripts/ci/c4_guardrails/check_priority_immutable.sh,check_priority_immutable.sh,.sh,scripts/ci/c4_guardrails,ci-validation,guardrails,active,indirect,CI-C4-3: Priority order is not overridable,68
scripts/ci/c4_guardrails/check_same_parameter.sh,check_same_parameter.sh,.sh,scripts/ci/c4_guardrails,ci-validation,guardrails,active,indirect,CI-C4-4: Same-parameter conflict is always rejected,53
scripts/ci/c4_guardrails/run_all.sh,run_all.sh,.sh,scripts/ci/c4_guardrails,ci-validation,guardrails,active,indirect,C4 CI Guardrails - Run All Checks,87
scripts/ci/c5_guardrails/check_advisory_only.sh,check_advisory_only.sh,.sh,scripts/ci/c5_guardrails,ci-validation,guardrails,active,indirect,CI-C5-1: Advisory-Only Output Check,96
scripts/ci/c5_guardrails/check_approval_gate.sh,check_approval_gate.sh,.sh,scripts/ci/c5_guardrails,ci-validation,guardrails,active,indirect,CI-C5-2: Human Approval Gate Check,86
scripts/ci/c5_guardrails/check_disable_flag.sh,check_disable_flag.sh,.sh,scripts/ci/c5_guardrails,ci-validation,guardrails,active,indirect,CI-C5-5: Learning Disable Flag Check,97
scripts/ci/c5_guardrails/check_killswitch_isolation.sh,check_killswitch_isolation.sh,.sh,scripts/ci/c5_guardrails,ci-validation,guardrails,active,indirect,CI-C5-6: Kill-Switch Isolation Check,121
scripts/ci/c5_guardrails/check_metadata_boundary.sh,check_metadata_boundary.sh,.sh,scripts/ci/c5_guardrails,ci-validation,guardrails,active,indirect,CI-C5-3: Metadata Boundary Check,97
scripts/ci/c5_guardrails/check_versioning.sh,check_versioning.sh,.sh,scripts/ci/c5_guardrails,ci-validation,guardrails,active,indirect,CI-C5-4: Suggestion Versioning Check,98
scripts/ci/c5_guardrails/run_all.sh,run_all.sh,.sh,scripts/ci/c5_guardrails,ci-validation,guardrails,active,indirect,C5 Guardrails CI Runner,138
scripts/ci/o4_checks/rc1_language.sh,rc1_language.sh,.sh,scripts/ci/o4_checks,ci-validation,guardrails,active,indirect,=============================================================================,81
scripts/ci/o4_checks/rc2_routes.sh,rc2_routes.sh,.sh,scripts/ci/o4_checks,ci-validation,guardrails,active,indirect,=============================================================================,66
scripts/ci/o4_checks/rc3_imports.sh,rc3_imports.sh,.sh,scripts/ci/o4_checks,ci-validation,guardrails,active,indirect,=============================================================================,87
scripts/ci/o4_checks/rc4_api.sh,rc4_api.sh,.sh,scripts/ci/o4_checks,ci-validation,guardrails,active,indirect,=============================================================================,87
scripts/ci/o4_checks/rc5_banner.sh,rc5_banner.sh,.sh,scripts/ci/o4_checks,ci-validation,guardrails,active,indirect,=============================================================================,103
scripts/ci/o4_checks/rc6_colors.sh,rc6_colors.sh,.sh,scripts/ci/o4_checks,ci-validation,guardrails,active,indirect,=============================================================================,103
scripts/ci/o4_checks/run_all.sh,run_all.sh,.sh,scripts/ci/o4_checks,ci-validation,guardrails,active,indirect,=============================================================================,86
backend/scripts/ci/check_dispatcher_pattern.sh,check_dispatcher_pattern.sh,.sh,backend/scripts/ci,ci-validation,guards,active,indirect,Layer: L8 — Catalyst / Meta,78
backend/scripts/ci/check_feature_intent.py,check_feature_intent.py,.py,backend/scripts/ci,ci-validation,guards,active,indirect,Enforce feature-level intent declarations via static analysis,444
backend/scripts/ci/check_forbidden_patterns.py,check_forbidden_patterns.py,.py,backend/scripts/ci,ci-validation,guards,active,indirect,Enforce forbidden code patterns via static analysis,309
backend/scripts/ci/check_frozen_files.py,check_frozen_files.py,.py,backend/scripts/ci,ci-validation,guards,active,indirect,PIN-399 Design Freeze Enforcement,213
backend/scripts/ci/check_intent_consistency.py,check_intent_consistency.py,.py,backend/scripts/ci,ci-validation,guards,active,indirect,Validate transaction intent/primitive consistency,336
backend/scripts/ci/check_layer_boundaries.py,check_layer_boundaries.py,.py,backend/scripts/ci,ci-validation,guards,active,indirect,Layer boundary enforcement,314
backend/scripts/ci/check_priority4_intent.py,check_priority4_intent.py,.py,backend/scripts/ci,ci-validation,guards,active,indirect,No-regression guard for Priority-4 intent declarations,214
backend/scripts/ci/check_priority5_intent.py,check_priority5_intent.py,.py,backend/scripts/ci,ci-validation,guards,active,indirect,No-regression guard for Priority-5 intent declarations,232
backend/scripts/ci/check_test_terminology.py,check_test_terminology.py,.py,backend/scripts/ci,ci-validation,guards,active,indirect,PIN-399 Phase-5 Test Terminology Lint,357
scripts/ci/backend_structure_guard.py,backend_structure_guard.py,.py,scripts/ci,ci-validation,guards,active,indirect,Verify backend structure matches frozen declaration,201
scripts/ci/capability_binding_validator.py,capability_binding_validator.py,.py,scripts/ci,ci-validation,guards,active,indirect,CI validator for capability binding enforcement (PIN-337),396
scripts/ci/capability_invocation_guard.py,capability_invocation_guard.py,.py,scripts/ci,ci-validation,guards,active,indirect,CI guard for L2.1 frontend capability invocation compliance,731
scripts/ci/check_account_boundaries.py,check_account_boundaries.py,.py,scripts/ci,ci-validation,guards,active,indirect,GUARDRAIL: DOMAIN-002 - No Domain Data in Account Section,108
scripts/ci/check_audit_completeness.py,check_audit_completeness.py,.py,scripts/ci,ci-validation,guards,active,indirect,GUARDRAIL: AUDIT-002 - Audit Entry Completeness,220
scripts/ci/check_bidirectional_queries.py,check_bidirectional_queries.py,.py,scripts/ci,ci-validation,guards,active,indirect,GUARDRAIL: CROSS-002 - Bidirectional Query Requirement,164
scripts/ci/check_capability_endpoints.py,check_capability_endpoints.py,.py,scripts/ci,ci-validation,guards,active,indirect,GUARDRAIL: CAP-001 - Capability Must Match Endpoint,186
scripts/ci/check_capability_status.py,check_capability_status.py,.py,scripts/ci,ci-validation,guards,active,indirect,GUARDRAIL: CAP-003 - Capability Status Progression,229
scripts/ci/check_catalog_metrics.py,check_catalog_metrics.py,.py,scripts/ci,ci-validation,guards,active,indirect,Verify failure catalog metric labels match expected Prometheus format.,162
scripts/ci/check_console_boundaries.py,check_console_boundaries.py,.py,scripts/ci,ci-validation,guards,active,indirect,GUARDRAIL: CAP-002 - Console Capability Boundaries,242
scripts/ci/check_cross_domain_propagation.py,check_cross_domain_propagation.py,.py,scripts/ci,ci-validation,guards,active,indirect,GUARDRAIL: CROSS-001 - Mandatory Cross-Domain Propagation,153
scripts/ci/check_domain_writes.py,check_domain_writes.py,.py,scripts/ci,ci-validation,guards,active,indirect,GUARDRAIL: DOMAIN-001 - Domain Ownership Enforcement,211
scripts/ci/check_env_misuse.sh,check_env_misuse.sh,.sh,scripts/ci,ci-validation,guards,active,indirect,=============================================================================,103
scripts/ci/check_facade_usage.py,check_facade_usage.py,.py,scripts/ci,ci-validation,guards,active,indirect,GUARDRAIL: API-001 - Domain Facade Required,193
scripts/ci/check_foreign_keys.py,check_foreign_keys.py,.py,scripts/ci,ci-validation,guards,active,indirect,GUARDRAIL: DATA-001 - Foreign Key Enforcement,161
scripts/ci/check_governance_audit.py,check_governance_audit.py,.py,scripts/ci,ci-validation,guards,active,indirect,GUARDRAIL: AUDIT-001 - Governance Actions Must Emit Audit,152
scripts/ci/check_infra_registry.py,check_infra_registry.py,.py,scripts/ci,ci-validation,guards,active,indirect,Validate infrastructure declarations match INFRA_REGISTRY.md,300
scripts/ci/check_limit_audit.py,check_limit_audit.py,.py,scripts/ci,ci-validation,guards,active,indirect,GUARDRAIL: LIMITS-003 - Audit on Limit Change,158
scripts/ci/check_limit_enforcement.py,check_limit_enforcement.py,.py,scripts/ci,ci-validation,guards,active,indirect,GUARDRAIL: LIMITS-002 - Pre-Execution Check Required,162
scripts/ci/check_limit_tables.py,check_limit_tables.py,.py,scripts/ci,ci-validation,guards,active,indirect,GUARDRAIL: LIMITS-001 - Single Source of Truth,166
scripts/ci/check_m10_overloads.py,check_m10_overloads.py,.py,scripts/ci,ci-validation,guards,active,indirect,Enforce M10 contract - no function overloads,116
scripts/ci/check_openapi_snapshot.py,check_openapi_snapshot.py,.py,scripts/ci,ci-validation,guards,active,indirect,CI Guard: OpenAPI Snapshot Validity,85
scripts/ci/check_overview_readonly.py,check_overview_readonly.py,.py,scripts/ci,ci-validation,guards,active,indirect,GUARDRAIL: DOMAIN-003 - Overview is Read-Only Projection,101
scripts/ci/check_rbac_alignment.py,check_rbac_alignment.py,.py,scripts/ci,ci-validation,guards,active,indirect,Validate RBAC alignment between gateway_config.py and RBAC_RULES.yaml,423
scripts/ci/check_response_envelopes.py,check_response_envelopes.py,.py,scripts/ci,ci-validation,guards,active,indirect,GUARDRAIL: API-002 - Consistent Response Envelope,177
scripts/ci/check_sqlmodel_exec.sh,check_sqlmodel_exec.sh,.sh,scripts/ci,ci-validation,guards,active,indirect,=============================================================================,61
scripts/ci/check_tenant_queries.py,check_tenant_queries.py,.py,scripts/ci,ci-validation,guards,active,indirect,GUARDRAIL: DATA-002 - Tenant Isolation Invariant,191
scripts/ci/frontend_mapping_guard.py,frontend_mapping_guard.py,.py,scripts/ci,ci-validation,guards,active,indirect,CI guard for L2.1 frontend constitutional mapping compliance,618
scripts/ci/guardrail_enforcer.py,guardrail_enforcer.py,.py,scripts/ci,ci-validation,guards,active,indirect,GUARDRAIL ENFORCER - Governance enforcement with bypass accountability.,512
scripts/ci/guardrail_precommit.py,guardrail_precommit.py,.py,scripts/ci,ci-validation,guards,active,indirect,GUARDRAIL PRE-COMMIT - Runs guardrails only on staged files.,243
scripts/ci/guardrail_watcher.py,guardrail_watcher.py,.py,scripts/ci,ci-validation,guards,active,indirect,GUARDRAIL WATCHER - Event-driven pre-diagnosis system.,339
scripts/ci/health_lifecycle_coherence_guard.py,health_lifecycle_coherence_guard.py,.py,scripts/ci,ci-validation,guards,active,indirect,Enforce HEALTH-LIFECYCLE-COHERENCE governance rule,386
scripts/ci/interaction_semantics_guard.py,interaction_semantics_guard.py,.py,scripts/ci,ci-validation,guards,active,indirect,CI guard for L2.1 interaction semantics consistency,559
scripts/ci/kernel_usage_validator.py,kernel_usage_validator.py,.py,scripts/ci,ci-validation,guards,active,indirect,CI validator for ExecutionKernel usage enforcement (PIN-337),462
scripts/ci/l2_l3_l4_guard.py,l2_l3_l4_guard.py,.py,scripts/ci,ci-validation,guards,active,indirect,CI guard for L2→L3→L4 import chain compliance (GATE-7),425
scripts/ci/lifecycle_qualifier_guard.py,lifecycle_qualifier_guard.py,.py,scripts/ci,ci-validation,guards,active,indirect,Enforce LIFECYCLE-DERIVED-FROM-QUALIFIER governance rule,201
scripts/ci/lint_regression_guard.sh,lint_regression_guard.sh,.sh,scripts/ci,ci-validation,guards,active,indirect,Layer: L8 — Catalyst / Meta,181
scripts/ci/m7_import_guard.py,m7_import_guard.py,.py,scripts/ci,ci-validation,guards,active,indirect,CI guard to prevent new M7 (rbac_engine) imports,169
scripts/ci/part2_authority_boundary_guard.py,part2_authority_boundary_guard.py,.py,scripts/ci,ci-validation,guards,active,indirect,Enforce Part-2 authority separation via import boundaries,272
scripts/ci/part2_contract_activation_guard.py,part2_contract_activation_guard.py,.py,scripts/ci,ci-validation,guards,active,indirect,Enforce contract activation prerequisites (GATE-4),324
scripts/ci/part2_design_freeze_guard.py,part2_design_freeze_guard.py,.py,scripts/ci,ci-validation,guards,active,indirect,Enforce Part-2 design document freeze,162
scripts/ci/part2_health_supremacy_guard.py,part2_health_supremacy_guard.py,.py,scripts/ci,ci-validation,guards,active,indirect,Enforce Phase-1 health supremacy in Part-2 context,253
scripts/ci/part2_job_start_guard.py,part2_job_start_guard.py,.py,scripts/ci,ci-validation,guards,active,indirect,Enforce job start prerequisites (GATE-5),389
scripts/ci/part2_semantic_contracts.py,part2_semantic_contracts.py,.py,scripts/ci,ci-validation,guards,active,indirect,"Define semantic contracts for Part-2 governance (GATE-7, GATE-8, GATE-9)",525
scripts/ci/part2_workflow_structure_guard.py,part2_workflow_structure_guard.py,.py,scripts/ci,ci-validation,guards,active,indirect,Enforce Part-2 workflow structure integrity,367
scripts/ci/query_authority_guard.py,query_authority_guard.py,.py,scripts/ci,ci-validation,guards,active,indirect,Validate query_authority on all panels in UI projection,486
scripts/ci/run_guardrails.py,run_guardrails.py,.py,scripts/ci,ci-validation,guards,active,indirect,GUARDRAIL RUNNER - Execute all architectural guardrail checks.,221
scripts/ci/structural_dryrun.sh,structural_dryrun.sh,.sh,scripts/ci,ci-validation,guards,active,indirect,Layer: L8 — Catalyst / Meta,408
scripts/ci/structural_gates.sh,structural_gates.sh,.sh,scripts/ci,ci-validation,guards,active,indirect,Layer: L8 — Catalyst / Meta,265
scripts/ci/surface_slot_coverage_guard.py,surface_slot_coverage_guard.py,.py,scripts/ci,ci-validation,guards,active,indirect,Ensure every STEP 1B surface maps to ≥1 UI slot or is marked non-UI,168
scripts/ci/synthetic_alert.sh,synthetic_alert.sh,.sh,scripts/ci,ci-validation,guards,active,indirect,Synthetic Alert Verification Script,241
scripts/ci/validate_projection_contract.py,validate_projection_contract.py,.py,scripts/ci,ci-validation,guards,active,indirect,Validate UI projection contract for CI enforcement,498
scripts/ci/validate_projection_lock.py,validate_projection_lock.py,.py,scripts/ci,ci-validation,guards,active,indirect,Validate ui_projection_lock.json integrity (NO manual edits),245
scripts/load/analyze_rbac_results.py,analyze_rbac_results.py,.py,scripts/load,ci-validation,load-testing,active,indirect,Analyze RBAC synthetic load results for discrepancy classification,413
scripts/load/rbac_synthetic_load.py,rbac_synthetic_load.py,.py,scripts/load,ci-validation,load-testing,active,indirect,Generate synthetic authorization load for RBACv2 promotion readiness,609
scripts/ops/tests/test_lint_frontend_api_calls.py,test_lint_frontend_api_calls.py,.py,scripts/ops/tests,ci-validation,ops-tests,active,indirect,Regression tests for lint_frontend_api_calls.py,204
backend/scripts/preflight/rg_sdsr_execution_identity.py,rg_sdsr_execution_identity.py,.py,backend/scripts/preflight,ci-validation,preflight-scan,active,indirect,RG-SDSR-01 Execution Identity Guard,125
backend/scripts/preflight/sdsr_e2e_preflight.sh,sdsr_e2e_preflight.sh,.sh,backend/scripts/preflight,ci-validation,preflight-scan,active,indirect,SDSR E2E Preflight Checks,195
backend/scripts/preflight/sr1_migration_check.py,sr1_migration_check.py,.py,backend/scripts/preflight,ci-validation,preflight-scan,one-time-migration,indirect,SR-1 Migration Consistency Check (Canonical Implementation),114
scripts/preflight/agen_internal_system_scan.py,agen_internal_system_scan.py,.py,scripts/preflight,ci-validation,preflight-scan,active,indirect,"Stateless contract scanner — runs once, reports, exits",331
scripts/preflight/check_activity_deprecation.py,check_activity_deprecation.py,.py,scripts/preflight,ci-validation,preflight-scan,active,indirect,CI guard for Activity Domain V2 deprecation enforcement,348
scripts/preflight/check_activity_domain.py,check_activity_domain.py,.py,scripts/preflight,ci-validation,preflight-scan,active,indirect,Activity Domain CI Contract,529
scripts/preflight/check_alembic_parent.py,check_alembic_parent.py,.py,scripts/preflight,ci-validation,preflight-scan,one-time-migration,indirect,Migration lineage verification,228
scripts/preflight/check_auth_context.sh,check_auth_context.sh,.sh,scripts/preflight,ci-validation,preflight-scan,active,indirect,=============================================================================,44
scripts/preflight/check_incidents_deprecation.py,check_incidents_deprecation.py,.py,scripts/preflight,ci-validation,preflight-scan,active,indirect,Enforce deprecation of generic /incidents endpoint,233
scripts/preflight/check_incidents_domain.py,check_incidents_domain.py,.py,scripts/preflight,ci-validation,preflight-scan,active,indirect,Incidents Domain CI Contract,550
scripts/preflight/check_l2_l4_l5_freeze.py,check_l2_l4_l5_freeze.py,.py,scripts/preflight,ci-validation,preflight-scan,active,indirect,L2-L4-L5 freeze enforcement preflight check (Phase C — PIN-491),152
scripts/preflight/check_naming_contract.py,check_naming_contract.py,.py,scripts/preflight,ci-validation,preflight-scan,active,indirect,Naming contract enforcement,231
scripts/preflight/check_panel_invariant_registry.py,check_panel_invariant_registry.py,.py,scripts/preflight,ci-validation,preflight-scan,active,indirect,Ensure panel_invariant_registry.yaml is updated when policies API filters change,226
scripts/preflight/check_router_registry.py,check_router_registry.py,.py,scripts/preflight,ci-validation,preflight-scan,active,indirect,Router wiring enforcement,247
scripts/preflight/check_runtime_api_boundary.py,check_runtime_api_boundary.py,.py,scripts/preflight,ci-validation,preflight-scan,active,indirect,Runtime/API boundary enforcement,232
scripts/preflight/continuous_validator.py,continuous_validator.py,.py,scripts/preflight,ci-validation,preflight-scan,active,indirect,Continuous file validation daemon,619
scripts/preflight/run_all_checks.sh,run_all_checks.sh,.sh,scripts/preflight,ci-validation,preflight-scan,active,indirect,Layer: L8 — Catalyst / Meta,104
scripts/preflight/setup_continuous_validation.sh,setup_continuous_validation.sh,.sh,scripts/preflight,ci-validation,preflight-scan,active,indirect,Layer: L8 — Catalyst / Meta,151
scripts/preflight/validator_dashboard.py,validator_dashboard.py,.py,scripts/preflight,ci-validation,preflight-scan,active,indirect,Real-time validator status dashboard,317
